2.195244872053289331e+00 3.893580991719438993e-04 -4.796998548651224513e-03 2.105914759570438053e-10 1.222130913530525970e-02 5.289819305279808148e-02 9.719270673264754024e+00 -1.960538402792852253e+01 -1.435847557665144336e+01 -3.556324378970926681e+00 5.101660546365094362e+00 -1.906078665414803552e+01 8.574747788071643839e+00
3.893580991716996827e-04 1.184215820831357468e-07 -7.284690429711875724e-07 4.746551415441666822e-14 1.966348668968469587e-06 1.140750362070910342e-05 2.638101214285762212e-03 -5.516594022821807476e-03 -4.015746235487793053e-03 -9.214432748474380829e-04 1.541864311784456754e-03 -5.493358339284518284e-03 2.393183925335423418e-03
-4.796998548651631306e-03 -7.284690429713930837e-07 1.090650471349989443e-05 -4.357962305527321481e-13 -2.727353803694205074e-05 -1.109424477873000606e-04 -1.875724879076910712e-02 3.780993634270472109e-02 2.768232483444194730e-02 7.319356932466603884e-03 -9.761229616871126835e-03 3.719758993565683292e-02 -1.633787685654827099e-02
2.105914759569562276e-10 4.746551415448822105e-14 -4.357962305525150535e-13 3.149556602176514820e-20 1.242253447984682536e-12 7.573517698485827420e-12 1.367774826705471692e-09 -2.745758306330833967e-09 -2.039832707929461308e-09 -5.698792490695583676e-10 7.235422297879564614e-10 -2.547478637104379527e-09 1.207051811023659254e-09
1.222130913541124610e-02 1.966348669003035731e-06 -2.727353803714289919e-05 1.242253448000390485e-12 8.944842668557536909e-05 3.149508639751662426e-04 9.882373412704320570e-02 -1.682493304672995904e-01 -1.222985753528039732e-01 -4.839946805087937814e-02 2.808792020244274545e-02 -1.213366781835779479e-01 7.324700315129022143e-02
5.289819305276121514e-02 1.140750362071407042e-05 -1.109424477872309698e-04 7.573517698480969349e-12 3.149508639712033753e-04 1.830868035094466648e-03 3.165774115946618505e-01 -6.481133998032779786e-01 -4.820104344519123285e-01 -1.295267214875569783e-01 1.768690674815762975e-01 -6.209045428447667048e-01 2.841322424223791110e-01
9.719270676459812464e+00 2.638101215224940201e-03 -1.875724879691439279e-02 1.367774827160189212e-09 9.882373414899733866e-02 3.165774117042942648e-01 9.737444540355387517e+02 -1.056229095396874072e+03 -6.799111422658784250e+02 -6.314195444164516857e+02 -1.901562542775249085e+02 2.124421273916444477e+02 4.366882524164117285e+02
-1.960538403098657767e+01 -5.516594023743144268e-03 3.780993634855620705e-02 -2.745758306771565310e-09 -1.682493304872141326e-01 -6.481133999099388809e-01 -1.056229095360410611e+03 1.245551925715874177e+03 8.282925063632144429e+02 6.526640105359844028e+02 1.273017733645654204e+02 -7.086298014130149037e-01 -5.257551154325167317e+02
-9.495201545983235292e+00 -2.638785735886052010e-03 1.842503667617214486e-02 -1.355194107097904917e-09 -8.081244567962528325e-02 -3.208594225650437948e-01 -4.252043075800455085e+02 5.239060779555261433e+02 8.222326102203098145e+11 -1.508861745117989990e+12 -2.571939993446313477e+12 -7.773046695603247070e+12 -1.153616122650221680e+12
-1.905838264919106706e+01 -5.372313397831469245e-03 3.730889190436625230e-02 -2.737135510129409487e-09 -1.503183124020155415e-01 -6.521575653728838295e-01 -6.880436717357135876e+02 8.658781552822994172e+02 2.522926248595284180e+12 -1.877422643613621094e+13 0.000000000000000000e+00 0.000000000000000000e+00 -8.539178207675982422e+12
9.456878430700648153e+00 2.798184342100668975e-03 -1.819442256680518441e-02 1.312741546708164686e-09 5.230992880644274451e-02 3.212758519708418525e-01 -3.331482707018595875e+02 2.189494224176508226e+02 -2.519332153689813965e+12 -2.910444811957831055e+12 1.734868474620151630e+02 -4.139304830812544651e+02 8.718952485161362305e+11
-5.517906754403759884e+00 -1.671827831233886272e-03 1.078332421988098359e-02 -7.469158507031219896e-10 -4.639695783222656800e-02 -1.789034661794527414e-01 -2.196964218557832567e+02 2.762515977106630203e+02 -7.614052630487789062e+12 -8.796093022208000000e+12 -0.000000000000000000e+00 -0.000000000000000000e+00 2.635085771010437012e+12
-5.335257890854416818e-01 -2.169501156860800339e-04 1.145624097420020002e-03 -7.371663171391166174e-11 6.109193281336801687e-03 -2.165534005047082058e-02 2.245274036427666715e+02 -2.207685366215945919e+02 2.714424891723512268e+11 -5.497558138880000000e+12 1.940296541356962158e+12 5.864062014805333008e+12 -2.147922337661645996e+12
