9.809581273690082259e-01 7.041054208761084144e-05 -2.385493625844475451e-03 5.640275829939728877e-11 4.599380881781252317e-03 1.556882482180394975e-02 5.315027625238204038e-03 -1.693483284995853100e-02 6.064323226740687793e-03 -5.879733836155894011e-02 4.306160134505070992e-03 1.202416844720880923e-01 -7.784990310495913866e-06
7.041054208761118025e-05 2.198001652106720420e-08 -1.252233914198758710e-07 3.350381182192577756e-15 3.490828285505216008e-08 8.537911378819763577e-07 1.347081407373439023e-06 -3.635592279647103546e-06 2.552993505971881794e-06 -1.854300465962419999e-05 -8.333280294858402664e-07 4.253823176096333100e-05 -7.736194886124569089e-10
-2.385493625844502773e-03 -1.252233914198776710e-07 6.023964230885239529e-06 -1.381217231810236810e-13 -1.194096433368604566e-05 -3.852805315835936830e-05 -1.081363320460046066e-05 3.633412525896626629e-05 -9.442963187529018266e-06 1.092620101522550523e-04 -1.425983293175876064e-05 -2.101997077647620518e-04 1.918740829098523793e-08
5.640275829940546364e-11 3.350381182193017940e-15 -1.381217231810434971e-13 8.511544104940753922e-21 2.630843450395154133e-13 2.083265442192161890e-12 5.644390835922642326e-13 -1.201637150272352537e-12 1.509546313739770120e-12 -9.414223029716913812e-12 -1.246061915216954630e-12 2.361907748390306097e-11 4.046307588178594335e-16
4.599380881781376350e-03 3.490828285505619011e-08 -1.194096433368626758e-05 2.630843450394855754e-13 3.238914123139724130e-05 7.655252885712891516e-05 4.009090265539164616e-05 -1.420623376942824591e-04 2.982677537462687919e-06 -2.614581210123190919e-04 9.244474738421771729e-05 4.637441511673490212e-04 -6.807304528984171224e-08
1.556882482180618928e-02 8.537911378822101388e-07 -3.852805315836417945e-05 2.083265442192140483e-12 7.655252885713547458e-05 5.170501653080119804e-04 1.400755949294748550e-04 -3.137370749931477272e-04 3.518513006164289154e-04 -2.247748837659322048e-03 -2.646138154720747092e-04 5.564992340229953961e-03 6.276080681716169477e-08
5.315027625278854681e-03 1.347081407376889412e-06 -1.081363320469825062e-05 5.644390835922303052e-13 4.009090265558544052e-05 1.400755949295796432e-04 6.019741806378370308e-02 -2.141312792593415837e-01 -4.582061493777251499e-02 -2.992869631972748220e-04 1.861437831932420683e-01 -1.029923624859583331e-01 -3.541515418140699328e-04
-1.693483285015786113e-02 -3.635592279662610178e-06 3.633412525944894632e-05 -1.201637150275174159e-12 -1.420623376952306210e-04 -3.137370749943453369e-04 -2.141312792593409731e-01 7.679971435175761973e-01 1.700243450777824961e-01 -1.947327620760771994e-03 -6.753368640164778558e-01 3.822208378526999462e-01 1.139745934170299010e-03
6.064323226642233562e-03 2.552993505965276631e-06 -9.442963187288271173e-06 1.509546313736403640e-12 2.982677536996836739e-06 3.518513006153847745e-04 -4.582061493777086353e-02 1.700243450777770837e-01 5.864995106127506713e-02 -3.048728786444034142e-03 -1.737394840254317951e-01 1.015232951318877780e-01 1.930174981590690887e-04
-5.879733836155501270e-02 -1.854300465962421015e-05 1.092620101522452267e-04 -9.414223029716104403e-12 -2.614581210122924205e-04 -2.247748837659127325e-03 -2.992869631949277953e-04 -1.947327620768979405e-03 -3.048728786445144799e-03 8.619872203043942027e-02 5.039601991211076215e-03 -1.855323746185618128e-01 4.622781298347093844e-05
4.306160134822436918e-03 -8.333280294637443532e-07 -1.425983293253298602e-05 -1.246061915207079556e-12 9.244474738571955414e-05 -2.646138154689353476e-04 1.861437831932395981e-01 -6.753368640164709724e-01 -1.737394840254350425e-01 5.039601991204690698e-03 6.237282266741592807e-01 -3.561496952696320273e-01 -9.106260228598952837e-04
1.202416844720387429e-01 4.253823176095835722e-05 -2.101997077646479938e-04 2.361907748390336470e-11 4.637441511671098462e-04 5.564992340229896715e-03 -1.029923624859604148e-01 3.822208378527081618e-01 1.015232951318909005e-01 -1.855323746185587042e-01 -3.561496952696410201e-01 6.062289250577308497e-01 4.771448151734460357e-04
-7.784990310959921902e-06 -7.736194886442455632e-10 1.918740829211830331e-08 4.046307588054949756e-16 -6.807304529204255530e-08 6.276080681303982069e-08 -3.541515418140733481e-04 1.139745934170314622e-03 1.930174981590813672e-04 4.622781298347516683e-05 -9.106260228599200035e-04 4.771448151734585582e-04 1.612051057259258159e-05
