2.000000 52.000000 27.000000
53.000000 88.000000 70.500000
89.000000 124.000000 106.500000
125.000000 160.000000 142.500000
161.000000 196.000000 178.500000
197.000000 232.000000 214.500000
233.000000 268.000000 250.500000
269.000000 304.000000 286.500000
305.000000 340.000000 322.500000
341.000000 376.000000 358.500000
377.000000 412.000000 394.500000
413.000000 448.000000 430.500000
449.000000 484.000000 466.500000
485.000000 520.000000 502.500000
521.000000 556.000000 538.500000
557.000000 592.000000 574.500000
593.000000 628.000000 610.500000
629.000000 664.000000 646.500000
665.000000 700.000000 682.500000
701.000000 736.000000 718.500000
737.000000 772.000000 754.500000
773.000000 808.000000 790.500000
809.000000 844.000000 826.500000
845.000000 880.000000 862.500000
881.000000 916.000000 898.500000
917.000000 952.000000 934.500000
953.000000 988.000000 970.500000
989.000000 1024.000000 1006.500000
1025.000000 1060.000000 1042.500000
1061.000000 1096.000000 1078.500000
1097.000000 1132.000000 1114.500000
1133.000000 1168.000000 1150.500000
1169.000000 1204.000000 1186.500000
1205.000000 1240.000000 1222.500000
1241.000000 1276.000000 1258.500000
1277.000000 1312.000000 1294.500000
1313.000000 1348.000000 1330.500000
1349.000000 1384.000000 1366.500000
1385.000000 1420.000000 1402.500000
1421.000000 1456.000000 1438.500000
1457.000000 1492.000000 1474.500000
1493.000000 1528.000000 1510.500000
1529.000000 1564.000000 1546.500000
1565.000000 1600.000000 1582.500000
1601.000000 1636.000000 1618.500000
1637.000000 1672.000000 1654.500000
1673.000000 1708.000000 1690.500000
1709.000000 1744.000000 1726.500000
1745.000000 1780.000000 1762.500000
1781.000000 1816.000000 1798.500000
1817.000000 1852.000000 1834.500000
1853.000000 1888.000000 1870.500000
1889.000000 1924.000000 1906.500000
1925.000000 1960.000000 1942.500000
1961.000000 1996.000000 1978.500000
1997.000000 2032.000000 2014.500000
2033.000000 2068.000000 2050.500000
2069.000000 2104.000000 2086.500000
2105.000000 2140.000000 2122.500000
2141.000000 2176.000000 2158.500000
2177.000000 2212.000000 2194.500000
2213.000000 2248.000000 2230.500000
2249.000000 2284.000000 2266.500000
2285.000000 2320.000000 2302.500000
2321.000000 2356.000000 2338.500000
2357.000000 2392.000000 2374.500000
2393.000000 2428.000000 2410.500000
2429.000000 2464.000000 2446.500000
2465.000000 2500.000000 2482.500000
2501.000000 2536.000000 2518.500000
2537.000000 2572.000000 2554.500000
2573.000000 2608.000000 2590.500000
2609.000000 2644.000000 2626.500000
2645.000000 2680.000000 2662.500000
2681.000000 2716.000000 2698.500000
2717.000000 2752.000000 2734.500000
2753.000000 2788.000000 2770.500000
2789.000000 2824.000000 2806.500000
2825.000000 2860.000000 2842.500000
2861.000000 2896.000000 2878.500000
2897.000000 2957.000000 2927.000000
2958.000000 3018.000000 2988.000000
3019.000000 3079.000000 3049.000000
3080.000000 3140.000000 3110.000000
3141.000000 3201.000000 3171.000000
3202.000000 3262.000000 3232.000000
3263.000000 3323.000000 3293.000000
3324.000000 3384.000000 3354.000000
3385.000000 3445.000000 3415.000000
3446.000000 3506.000000 3476.000000
3507.000000 3567.000000 3537.000000
3568.000000 3628.000000 3598.000000
3629.000000 3689.000000 3659.000000
3690.000000 3750.000000 3720.000000
3751.000000 3811.000000 3781.000000
3812.000000 3872.000000 3842.000000
3873.000000 3933.000000 3903.000000
3934.000000 3994.000000 3964.000000
3995.000000 4055.000000 4025.000000
4056.000000 4116.000000 4086.000000
4117.000000 4217.000000 4167.000000
4218.000000 4318.000000 4268.000000
4319.000000 4419.000000 4369.000000
4420.000000 4520.000000 4470.000000
4521.000000 4621.000000 4571.000000
4622.000000 4722.000000 4672.000000
4723.000000 4823.000000 4773.000000
4824.000000 4924.000000 4874.000000
4925.000000 5025.000000 4975.000000
5026.000000 5126.000000 5076.000000
5127.000000 5227.000000 5177.000000
5228.000000 5328.000000 5278.000000
5329.000000 5429.000000 5379.000000
5430.000000 5530.000000 5480.000000
5531.000000 5631.000000 5581.000000
5632.000000 5732.000000 5682.000000
5733.000000 5833.000000 5783.000000
5834.000000 5934.000000 5884.000000
5935.000000 6035.000000 5985.000000
6036.000000 6136.000000 6086.000000
6137.000000 6237.000000 6187.000000
6238.000000 6338.000000 6288.000000
6339.000000 6439.000000 6389.000000
6440.000000 6540.000000 6490.000000
6541.000000 6641.000000 6591.000000
6642.000000 6742.000000 6692.000000
6743.000000 6843.000000 6793.000000
6844.000000 6944.000000 6894.000000
6945.000000 7045.000000 6995.000000
7046.000000 7146.000000 7096.000000
7147.000000 7247.000000 7197.000000
7248.000000 7348.000000 7298.000000
7349.000000 7449.000000 7399.000000
7450.000000 7550.000000 7500.000000
7551.000000 7651.000000 7601.000000
7652.000000 7752.000000 7702.000000
7753.000000 7853.000000 7803.000000
7854.000000 7954.000000 7904.000000
7955.000000 8055.000000 8005.000000
8056.000000 8156.000000 8106.000000
8157.000000 8257.000000 8207.000000
8258.000000 8358.000000 8308.000000
8359.000000 8459.000000 8409.000000
8460.000000 8560.000000 8510.000000
8561.000000 8661.000000 8611.000000
8662.000000 8762.000000 8712.000000
8763.000000 8863.000000 8813.000000
8864.000000 8964.000000 8914.000000
8965.000000 9065.000000 9015.000000
9066.000000 9166.000000 9116.000000
9167.000000 9267.000000 9217.000000
9268.000000 9368.000000 9318.000000
9369.000000 9469.000000 9419.000000
9470.000000 9570.000000 9520.000000
9571.000000 9671.000000 9621.000000
9672.000000 9772.000000 9722.000000
9773.000000 9873.000000 9823.000000
9874.000000 9974.000000 9924.000000
9975.000000 10075.000000 10025.000000
10076.000000 10176.000000 10126.000000
10177.000000 10277.000000 10227.000000
10278.000000 10378.000000 10328.000000
10379.000000 10479.000000 10429.000000
10480.000000 10580.000000 10530.000000
10581.000000 10681.000000 10631.000000
10682.000000 10782.000000 10732.000000
10783.000000 10883.000000 10833.000000
10884.000000 10984.000000 10934.000000
10985.000000 11085.000000 11035.000000
11086.000000 11186.000000 11136.000000
11187.000000 11287.000000 11237.000000
11288.000000 11388.000000 11338.000000
11389.000000 11489.000000 11439.000000
11490.000000 11590.000000 11540.000000
11591.000000 11691.000000 11641.000000
11692.000000 11792.000000 11742.000000
11793.000000 11893.000000 11843.000000
11894.000000 11994.000000 11944.000000
11995.000000 12095.000000 12045.000000
12096.000000 12196.000000 12146.000000
12197.000000 12297.000000 12247.000000
12298.000000 12398.000000 12348.000000
12399.000000 12499.000000 12449.000000
12500.000000 12600.000000 12550.000000
12601.000000 12701.000000 12651.000000
12702.000000 12802.000000 12752.000000
12803.000000 12903.000000 12853.000000
12904.000000 13004.000000 12954.000000
13005.000000 13105.000000 13055.000000
13106.000000 13206.000000 13156.000000
13207.000000 13307.000000 13257.000000
13308.000000 13408.000000 13358.000000
13409.000000 13509.000000 13459.000000
13510.000000 13610.000000 13560.000000
13611.000000 13711.000000 13661.000000
13712.000000 13812.000000 13762.000000
13813.000000 13913.000000 13863.000000
13914.000000 14014.000000 13964.000000
14015.000000 14115.000000 14065.000000
14116.000000 14216.000000 14166.000000
